# sample_name: ludox_SM30
# config_id: config_10
# transmission: 0.553142
# source_nexus_file: sans-llb2026n001004.nxs
# q I I_error q_error
3.420489047347898826e-01 8.340469248641272371e-01 2.363332201691607792e-02 1.719925714781155371e-02
3.442402310268848353e-01 8.169791022588998031e-01 2.488306352200126206e-02 1.729707860388724969e-02
3.462212119321841364e-01 8.388343304010416057e-01 2.338475882277660581e-02 1.738553688676399214e-02
3.481585391899872373e-01 7.857736428822891250e-01 3.404517027901057813e-02 1.747210906225723018e-02
3.501836755803378609e-01 8.320936089932209345e-01 2.230276508414899550e-02 1.756267612945522361e-02
3.522233950215246101e-01 8.146709362636380680e-01 3.383335287694294591e-02 1.765393981893561767e-02
3.544352237933864891e-01 8.585961966668849144e-01 2.546369610546238629e-02 1.775297770161993194e-02
3.565159399964867859e-01 8.380747327952742243e-01 1.846067008231805709e-02 1.784619929977111774e-02
3.584293642336357499e-01 8.103444266297500365e-01 1.841655657266395504e-02 1.793198381736308897e-02
3.605094370220764954e-01 8.378492706972361370e-01 2.069123461556659008e-02 1.802528568566099179e-02
3.624801609683460102e-01 7.928972134981370212e-01 2.547983710423747453e-02 1.811371650206458628e-02
3.646509453186361771e-01 8.764102201296360972e-01 2.248518415866473941e-02 1.821121427008238342e-02
3.665047953753503007e-01 8.457225305783865332e-01 2.949819282971982357e-02 1.829449740898037025e-02
3.686746494694594367e-01 8.758632774706872626e-01 2.631488601615238412e-02 1.839206172456298027e-02
3.705165545222759427e-01 8.445005665714634402e-01 2.824374712768209714e-02 1.847490941569944478e-02
3.728483909290747356e-01 8.788818296593421397e-01 2.830307760760385899e-02 1.857984589385013388e-02
3.750256390978056742e-01 8.468155751972641365e-01 1.746171461320802573e-02 1.867789124452441316e-02
3.769167433198105099e-01 8.010794708417832144e-01 1.954623271726716599e-02 1.876309547567061101e-02
3.787653592423642079e-01 8.000205657025456496e-01 2.060758005579366170e-02 1.884641923313624262e-02
3.807330819056027882e-01 8.501486786155226794e-01 2.329485117398531063e-02 1.893516030447045528e-02
3.830719682689516237e-01 8.461409465262923479e-01 2.256445063777908280e-02 1.904070050393655636e-02
3.851874760419808363e-01 8.243186731108341769e-01 2.523429400521736213e-02 1.913619040248903946e-02
3.873295317537844840e-01 8.250588148998957427e-01 2.455623807793454183e-02 1.923295840957939956e-02
3.892890523267949487e-01 8.121199506124664458e-01 2.584091629189667547e-02 1.932149133655198386e-02
3.912537858256540657e-01 8.259312540309522443e-01 2.851063374233800407e-02 1.941032773197043371e-02
3.934940655573497259e-01 8.655423944660332047e-01 1.784941972962503579e-02 1.951165833941155212e-02
3.953929507016930578e-01 8.379208015194304915e-01 1.875276063715415609e-02 1.959759087294578664e-02
3.972354653209105302e-01 8.298803660837179574e-01 2.017502759244098332e-02 1.968099762516887716e-02
3.994301852023823818e-01 8.442828758801403932e-01 2.399176571261651958e-02 1.978040867199210365e-02
4.014597873455146848e-01 8.515956799799816457e-01 2.079148702817567446e-02 1.987236134851834077e-02
4.034967143868107287e-01 8.223271113301817703e-01 2.410410986819395626e-02 1.996469693957361735e-02
4.057658096815855986e-01 8.302380431666771532e-01 2.146653503892722095e-02 2.006760391891386150e-02
4.079264634805199186e-01 8.290707517668681747e-01 2.523325235500504388e-02 2.016563665487777421e-02
4.100673136768802074e-01 8.004445526600237892e-01 2.845957833542797633e-02 2.026281130303361419e-02
4.120948568634516529e-01 8.177683820700659689e-01 1.620270003433581935e-02 2.035487311669791771e-02
4.136666702898081360e-01 8.621860388629016825e-01 2.008116514891214802e-02 2.042628216193491386e-02
4.157779381696006804e-01 7.957477977613525155e-01 1.764547993578198873e-02 2.052222160023412303e-02
4.178928257623124032e-01 8.670191755170513215e-01 2.275144001254185769e-02 2.061835703605807008e-02
4.199267447444234302e-01 8.110741984116704995e-01 2.109465706488489536e-02 2.071085691467456497e-02
4.220480988230883024e-01 7.955697539909526439e-01 2.539490824341125372e-02 2.080737526963678807e-02
