# sample_name: ludox_TM50
# config_id: config_9
# transmission: 0.606994
# source_nexus_file: sans-llb2026n000989.nxs
# q I I_error q_error
9.549893264615305633e-02 8.178292076595292115e-02 5.320290011050264091e-03 5.135039646704953574e-03
9.605517785630157679e-02 8.716389360807169640e-02 6.604889275100805056e-03 5.158260414194395377e-03
9.645734446451943722e-02 8.579680213737046757e-02 6.501679628659116743e-03 5.175067051742560965e-03
9.714181199834164004e-02 7.895995294842503287e-02 3.855862233410202889e-03 5.203714014173857309e-03
9.761070220557745147e-02 8.426093879358902139e-02 4.101420826310899631e-03 5.223361029791577341e-03
9.819784979944429226e-02 9.461375816399400507e-02 4.960695078731230945e-03 5.247990839244030294e-03
9.873141459092488192e-02 8.109813998166796878e-02 4.565925474150495968e-03 5.270401950814075989e-03
9.919299974119309693e-02 7.998676876432206373e-02 5.977540338568264507e-03 5.289810605560935422e-03
9.971508408701391935e-02 9.426298299218240084e-02 5.125414981663582899e-03 5.311786021456801378e-03
1.002671229623913612e-01 7.731336994697109166e-02 4.685772857781141630e-03 5.335046822226770583e-03
1.008436645414449023e-01 7.938234075918271238e-02 5.152082932145223525e-03 5.359371042922583817e-03
1.013250986273512982e-01 7.667472925221313629e-02 4.885375113567654373e-03 5.379702472486900394e-03
1.019620799398899269e-01 8.211778088074037085e-02 4.817494405109020404e-03 5.406633792112188440e-03
1.024641589551506804e-01 7.604306942802076252e-02 6.043724665703695612e-03 5.427889831560926866e-03
1.029328446505897582e-01 7.281738151850448981e-02 4.628497481043593494e-03 5.447744220152835222e-03
1.035467045731912616e-01 7.146974245269241410e-02 3.871311295978040797e-03 5.473777588907881644e-03
1.040049139022520691e-01 7.770451440535283694e-02 3.601073459683577869e-03 5.493234730062949815e-03
1.046124707272265003e-01 7.531877353161213484e-02 4.360377646413470844e-03 5.519053735913099883e-03
1.051007880776206604e-01 7.642429739248761400e-02 4.245891046160062653e-03 5.539832875173331117e-03
1.056948026439201854e-01 7.275680693917650765e-02 4.620501394381764174e-03 5.565125064582670568e-03
1.061782808738630512e-01 7.641493729349171926e-02 5.221815299378900453e-03 5.585731138957365609e-03
1.066335207921809136e-01 6.999863543521783749e-02 4.319500781515194995e-03 5.605151987209124401e-03
1.072496858539278980e-01 7.569765351542254161e-02 5.232219519697089809e-03 5.631465311845390218e-03
1.077044923042363989e-01 7.745267200991699796e-02 5.289725694025546564e-03 5.650901654837694327e-03
1.082037170125759451e-01 6.362233191226494833e-02 4.347669530894908083e-03 5.672258776683289198e-03
1.087858812698981048e-01 6.260197837413465638e-02 4.277724916748402127e-03 5.697186398314318945e-03
1.093054150031919358e-01 8.137788298092824002e-02 5.916153375938319053e-03 5.719452348226013866e-03
1.098359956383504754e-01 7.110704445352968028e-02 3.068262055451104631e-03 5.742206242666667709e-03
1.104578212287744832e-01 7.230747933228333368e-02 3.334629032200533451e-03 5.768904171695713248e-03
